n 400 e 7940
p 54 61 37.59072358986528
p 157 325 54.1622656236641
p 146 265 41.78239735396948
p 189 342 19.472821946597655
p 170 395 92.50200023895277
p 135 272 75.78437574146287
p 104 336 96.55041567655414
p 69 167 28.43279573169657
p 238 390 85.82593086182627
p 243 244 36.629085608308046
p 159 392 83.48230526319254
p 179 386 96.15444874034976
p 15 360 30.846497505063457
p 118 254 66.7840732768097
p 55 314 50.65211108100679
p 89 158 62.90032585076989
p 351 367 81.73415651809015
p 18 24 51.34926136413186
p 186 313 6.415485287671322
p 288 297 79.31305688716468
p 208 264 86.01341227305711
p 45 134 81.87921230095579
p 215 291 3.603141334611921
p 141 235 71.84815537627257
p 234 264 44.19612472347899
p 68 329 56.669448390880014
p 194 263 55.57226748062283
p 291 346 67.33211073556531
p 149 211 58.23545374705058
p 97 278 48.46901605860757
p 140 259 59.19676791889189
p 184 334 72.70570968795576
p 302 397 38.0615527873614
p 24 45 10.346298750296222
p 126 270 73.17176783599714
p 271 329 17.230183222304262
p 285 304 23.24787292787441
p 28 144 90.3346960376945
p 180 274 89.8458943344828
p 176 263 84.1972038744565
p 55 266 1.9254302611806295
p 284 308 73.94960352696101
p 90 392 72.95012347450057
p 181 340 20.416580770943096
p 29 388 36.974992191436144
p 59 393 20.385450486901284
p 241 280 82.7995165763881
p 180 240 21.774986967739753
p 20 90 68.40443109168329
p 216 259 54.32658511833054
p 341 391 68.28208777221438
p 124 194 88.01781526227913
p 227 357 68.20065247492289
p 41 248 97.5548800656049
p 64 220 9.98967496061657
p 232 293 82.71264434867918
p 94 286 35.609651849018185
p 96 359 5.9601671655186195
p 246 283 16.804992022029708
p 77 101 37.54248321641395
p 86 185 71.80375253530624
p 299 364 87.44646551461449
p 388 391 53.77477995505602
p 63 223 11.175569907962043
p 197 205 60.04399421227853
p 39 224 80.69761068900904
p 66 205 39.51722510683418
p 25 156 73.44817085723076
p 171 348 93.82904080956892
p 133 175 53.03686121689529
p 131 314 58.6381911314203
p 33 158 66.59120944637108
p 18 110 50.93953292222572
p 174 305 80.7288580018501
p 10 97 80.72908337969983
p 276 357 19.406895726667564
p 71 280 21.46214708448138
p 26 122 96.90871836533032
p 142 265 17.98693468167467
p 234 353 57.13153083664081
p 43 104 3.307730480373011
p 119 385 23.068291452135277
p 259 373 94.10670011215471
p 31 239 73.6378201900969
p 71 185 32.85847878263384
p 14 112 95.88917718182046
p 112 251 70.99918098111213
p 1 74 44.23868329108352
p 3 199 65.87885507729202
p 32 283 10.027247279765263
p 266 283 66.12381413491745
p 25 45 23.865737193134976
p 83 173 62.514626181111424
p 21 278 8.64841501741543
p 110 252 88.5683708503925
p 349 393 93.57209552116136
p 1 6 86.17436984130767
p 148 198 66.09992299053347
p 137 253 10.42252811830786
p 169 222 68.30235776127788
p 55 218 98.37056166103807
p 173 298 20.908191744176058
p 210 376 45.11531317722227
p 166 199 99.3664706703643
p 343 357 93.08047816471529
p 40 181 33.32627048045427
p 139 253 42.4012900801133
p 23 155 75.3023996748171
p 58 276 89.39824761876943
p 78 320 98.00502790700115
p 110 394 97.60166587327637
p 249 384 71.96449683297669
p 234 235 8.321876245413796
p 64 312 88.06547879756518
p 14 38 57.638748279292685
p 130 301 58.93522715461989
p 283 325 92.21410628757566
p 66 175 85.36075166048388
p 124 272 6.392691179310884
p 48 398 82.04187722578766
p 183 252 68.62622493690908
p 41 77 18.12893579347922
p 28 53 37.65702381172469
p 138 338 33.783096938054236
p 5 333 53.85323781101838
p 344 382 98.12905166258062
p 8 291 54.51892503449442
p 116 153 3.0814319939417647
p 260 310 18.463254419566933
p 6 278 18.62521691295617
p 77 199 47.95424747177622
p 115 366 10.633953019156358
p 323 346 3.1271262596636737
p 166 399 45.52148063140266
p 141 144 35.20323800712521
p 170 319 50.27884042275414
p 67 71 89.39359983420871
p 81 144 57.83210769825391
p 62 264 41.21666453432146
p 204 388 38.75761839815634
p 87 177 58.47260223479905
p 201 392 93.08716488900444
p 184 247 28.144101386700605
p 249 331 55.37335538281819
p 16 233 20.907135699393837
p 72 398 23.782604647600053
p 128 319 63.0746355967552
p 95 259 79.14719278572224
p 158 356 55.71824753259326
p 127 257 54.01114688937756
p 131 235 64.04994643038707
p 84 279 22.66616913257479
p 184 367 1.8917095845335132
p 149 282 77.69617351291438
p 31 322 36.3362483667031
p 182 344 31.30465227314778
p 4 90 7.645885157213341
p 31 134 64.33070787119402
p 247 379 75.13916867131017
p 111 142 89.86686416261593
p 96 116 54.71742981775643
p 51 399 38.56987216881278
p 17 81 61.26798625327526
p 32 53 3.8215765679722313
p 71 172 83.27123751096688
p 202 236 49.916516054145944
p 16 242 82.50508597976224
p 242 274 31.595580306769378
p 16 309 87.11162141215021
p 240 290 9.020450692059017
p 66 252 49.05872362677159
p 68 306 6.666303208541337
p 202 271 21.74585781090702
p 278 318 56.89125493803484
p 34 336 78.09080683988243
p 292 361 18.391054720340165
p 110 295 63.77487925423401
p 68 185 97.87008875927918
p 180 293 79.69029802720978
p 11 324 61.94519599218332
p 108 289 62.1624266813665
p 9 180 39.23728137661003
p 3 100 40.789264542730535
p 73 260 19.46451312378562
p 108 231 73.88416207528593
p 184 358 94.67500053748812
p 144 361 34.905620752179985
p 188 275 77.45677347953388
p 192 225 71.58246275923572
p 28 30 47.93896925480857
p 116 288 95.01408083027388
p 317 390 77.65424092570987
p 66 176 26.081212627708513
p 349 376 37.491867387901955
p 7 112 68.14024958110953
p 241 361 69.97621639082278
p 90 108 33.03356744174412
p 200 234 53.23484486532114
p 227 267 33.96596446867168
p 83 308 25.5761606288967
p 16 20 50.04405987114016
p 74 248 69.70758547585213
p 203 381 71.44385724170071
p 121 154 61.137514901329645
p 59 104 10.979628450101178
p 30 231 66.14373764748895
p 94 208 20.88348749471159
p 24 75 59.11147688916779
p 36 356 81.97480351295643
p 90 236 74.74477945458179
p 54 345 86.07939202555879
p 189 362 88.03707023977674
p 84 135 97.37261552217007
p 265 328 3.7053994900083387
p 74 113 3.4446590336847844
p 26 324 24.27701308963285
p 61 235 42.731874837581756
p 149 314 15.12820791495924
p 29 152 4.640934549799987
p 89 392 52.70855413545385
p 72 96 53.67431660939537
p 101 135 98.8280762285294
p 221 309 1.0525262209674606
p 135 382 67.4081674447172
p 118 297 57.81815748102212
p 161 263 67.56252540435345
p 277 303 45.3450408017082
p 13 275 98.96822032097003
p 92 374 83.99390143087844
p 144 209 33.50486780465722
p 237 364 2.4063451203174835
p 82 118 56.33541122792405
p 234 377 39.3362832003045
p 31 272 66.08954533917961
p 34 57 89.07877823058642
p 2 169 86.67325477690574
p 8 163 20.193602552227933
p 21 30 99.58729800559465
p 68 345 85.44513636196706
p 222 374 37.78675002213527
p 27 194 5.408871857315433
p 32 155 72.99812227635555
p 4 376 96.22534014679636
p 98 231 77.62891103669044
p 234 393 93.38647939294052
p 278 335 9.042139635733356
p 109 333 22.37713452669769
p 202 279 45.2461772772616
p 36 337 53.96901070184858
p 222 283 33.931387159978456
p 111 128 77.52242997072923
p 121 229 81.2578268420355
p 44 256 16.158822606982152
p 67 384 30.927397345122724
p 90 340 32.37551179508877
p 35 117 33.192586582224436
p 190 214 71.99512226375688
p 38 206 36.841037431661334
p 77 134 33.538080264902376
p 13 33 65.54601652179056
p 126 370 19.01956999209732
p 42 278 32.106790047404004
p 112 283 2.349498736777946
p 349 373 17.17485510495676
p 15 312 14.22798183976029
p 184 331 26.48088727452774
p 24 338 86.56188137278322
p 152 390 2.014816243385524
p 75 90 37.13575838553195
p 122 146 44.51168961037722
p 129 167 77.50127218454332
p 77 200 73.11789026879666
p 135 314 14.695727900927105
p 41 72 97.30041720383088
p 138 285 38.817161434539656
p 149 206 10.558063948543523
p 109 276 83.77673628297387
p 24 130 75.79601544938839
p 73 149 66.05053501615119
p 345 396 30.028464858859714
p 283 305 61.59686477676067
p 74 294 21.543545685525803
p 190 219 47.70108774874668
p 38 43 15.346828356791198
p 95 250 91.72065714966845
p 123 135 54.67955786405848
p 295 370 72.36145985029884
p 76 181 12.115133199734442
p 97 281 76.00490127228014
p 244 386 37.942460233667376
p 132 367 31.300794227643397
p 180 289 79.73756382491166
p 13 46 88.82518085191657
p 48 370 28.72941866810869
p 225 295 28.22817868292002
p 48 330 4.068885027671338
p 151 248 89.5565409148961
p 78 343 48.21442939239633
p 67 133 54.38087718640248
p 85 350 79.48960995192225
p 8 156 49.00282883949622
p 98 169 85.53079313481197
p 25 103 35.10472950539919
p 171 198 75.0842049299767
p 103 381 1.6690417482354718
p 63 138 29.205903738621167
p 15 292 22.489835046748652
p 18 146 63.46191793381383
p 157 205 55.00540243901759
p 46 232 11.043072497459114
p 229 305 58.978659990794824
p 143 188 80.46401034895572
p 226 321 99.17164780057998
p 15 220 91.02939612361324
p 52 380 89.55070990730422
p 168 205 55.70615696326719
p 316 384 84.30979605774336
p 8 394 99.79099464833878
p 311 382 54.96829758836879
p 206 284 72.6072203476496
p 58 93 17.112671307629725
p 0 309 78.63969819233796
p 54 382 31.698164885876288
p 179 252 66.23839729319847
p 82 128 58.5339396516634
p 37 330 39.23571363104822
p 166 368 58.23503007660325
p 157 317 94.0130494269178
p 267 343 19.098382385374578
p 326 374 22.254794543413926
p 87 217 87.61153186807142
p 10 241 3.8200762713928067
p 345 389 51.54548059358389
p 175 385 91.92360340584926
p 316 336 42.16946403482904
p 75 325 74.89016348419882
p 19 379 15.693844598398492
p 96 304 82.99304947926164
p 188 361 22.798298540004296
p 72 173 92.61221742450475
p 198 267 89.57505653617041
p 79 374 10.30350498946958
p 35 40 4.156359993589227
p 189 195 55.759193806653926
p 125 217 41.22729589207491
p 170 380 77.7754824914133
p 231 282 56.01509002065963
p 291 379 35.578863378522044
p 139 227 67.05298125266803
p 56 173 27.693675295021638
p 173 366 20.597578217310694
p 265 274 49.82828083884989
p 283 346 54.26668237182204
p 114 235 52.14748888350802
p 105 183 61.654632079216874
p 321 373 6.718040206385045
p 6 166 86.0128393680894
p 33 43 64.43778402750962
p 104 127 74.76151275816818
p 274 357 89.2264223981098
p 319 360 2.608114795792008
p 77 251 19.516439929864717
p 130 197 64.18658652897669
p 123 387 77.36142792834931
p 195 392 61.737810251157356
p 85 380 82.23537868553937
p 83 255 50.897162299574575
p 93 399 17.03508125627129
p 62 138 41.72108631356909
p 78 112 70.15097085746177
p 177 231 45.98721595324978
p 32 211 88.62595602332917
p 67 188 68.10456767737706
p 28 32 35.30926181912176
p 1 52 79.96654897202724
p 123 311 39.24601269862516
p 244 259 84.55023976212476
p 343 382 3.5546973615786843
p 76 364 81.35345864388532
p 49 355 38.108412035982376
p 76 371 69.66850970895071
p 262 291 20.176845141905073
p 326 370 40.57453548760611
p 189 363 2.616805703408471
p 208 270 6.700119625780033
p 36 262 39.00412847413104
p 36 383 37.978554638778654
p 130 271 29.132064202447346
p 14 340 48.429998129802776
p 22 280 44.113626747547144
p 348 391 74.0240344846573
p 58 89 21.706234666685503
p 110 358 40.900876956973015
p 99 330 52.57017958015328
p 342 395 95.43981906352587
p 192 342 61.28767674443072
p 126 349 38.38015735367709
p 286 334 19.70514170086296
p 154 309 35.418229525444545
p 97 203 6.549186814658969
p 347 359 79.03610046143281
p 165 326 58.915712824218595
p 213 224 87.78694730396211
p 128 296 40.56183921034906
p 77 234 59.94998440568603
p 38 293 26.614643984117844
p 165 249 28.21533269246234
p 53 140 26.872199700361843
p 75 332 17.26430438326365
p 312 369 54.18575086326266
p 60 156 37.651787422542014
p 184 384 20.6153298183769
p 19 393 27.801201994373343
p 352 383 18.780083398214575
p 208 230 39.93895701034906
p 104 134 40.49079249268708
p 31 167 3.705873113938411
p 207 312 92.84349654275437
p 80 117 3.2966960478954963
p 208 387 85.0113302945163
p 14 357 74.91311885062015
p 80 223 81.05545989698949
p 140 361 49.11101108767291
p 123 156 76.41885192025529
p 205 330 82.5368422125747
p 49 241 64.96648430393412
p 6 163 95.75436925589209
p 305 398 45.52126353607415
p 26 218 32.46496461239818
p 288 389 26.16499181744868
p 66 89 68.8526768361018
p 172 305 77.77568965531314
p 204 244 71.7372312281453
p 69 96 37.31718726050883
p 269 375 85.43018207240156
p 269 370 87.69476487346067
p 19 112 37.28958819630122
p 141 261 72.79932410956279
p 182 233 70.06897061920449
p 0 260 7.123633413390924
p 79 159 38.0875279748471
p 247 285 89.56248636945628
p 62 151 81.27632556266121
p 121 352 37.66611682373414
p 215 279 60.16071195668944
p 78 260 2.730046908781776
p 60 187 43.74662734844165
p 42 369 55.93845169148472
p 268 354 1.163189195284283
p 26 246 95.35500855791895
p 151 302 4.548885748570239
p 129 245 95.9807168927723
p 86 310 49.854910157624104
p 219 258 33.81948448408392
p 31 284 57.60903542615079
p 10 373 28.130362952668868
p 64 116 3.0487747873086053
p 83 123 58.3035413350032
p 171 190 27.11023036399254
p 160 352 66.24459920716987
p 219 272 51.90004168873236
p 47 152 91.58976382824567
p 324 331 81.55711017034928
p 7 303 20.259731775057197
p 151 245 71.00295989828858
p 239 360 11.168855577973595
p 6 340 81.35502914515477
p 104 113 45.97729596999793
p 182 362 5.452398106275362
p 190 344 20.528324085602737
p 139 309 73.77775799030049
p 175 238 81.58781118947213
p 140 373 30.13887002478025
p 129 237 2.3453107307090155
p 30 303 48.41393423674657
p 140 190 44.984126638998006
p 197 213 32.50250831596948
p 0 292 80.58862798873757
p 231 309 24.356480992196538
p 46 205 75.05954676215133
p 275 394 55.31749116905912
p 23 359 54.372727006774554
p 75 100 37.53638038928541
p 134 141 40.517000413022075
p 56 255 1.2036465208094507
p 97 351 91.17328758684177
p 205 395 32.250797386483924
p 254 311 16.03686137134468
p 52 394 8.985302291606974
p 281 290 92.52733276315769
p 47 159 32.383267371193426
p 152 196 21.625457473411522
p 163 182 26.744757997564342
p 129 324 29.534218013292666
p 98 358 15.358745843173779
p 31 101 17.23851563401144
p 46 152 67.61358088313152
p 74 345 98.38862477077758
p 75 147 33.15891963916789
p 71 180 2.6689245097512546
p 167 259 85.80966164865953
p 133 263 19.813530505974146
p 224 339 23.441358643124122
p 46 208 44.09104956743426
p 177 185 2.71606164194029
p 365 388 84.54869116647414
p 79 323 88.32211658680907
p 114 164 13.4222410675047
p 313 389 64.32697371205398
p 167 398 34.30506142742188
p 86 152 58.031919665185015
p 256 398 64.53931155767728
p 71 153 61.34046350069382
p 24 29 85.42502979318057
p 262 299 85.0095153991214
p 187 383 55.54015005575455
p 285 392 95.85060747389315
p 309 364 82.46426269554652
p 371 389 33.735059365908704
p 198 317 45.96580473182119
p 151 273 44.64958559200468
p 240 339 9.917837237652588
p 162 362 97.1853989185076
p 326 398 91.36733562010774
p 132 379 32.15189616587239
p 241 346 91.87219732739497
p 84 197 74.27612497576406
p 266 295 98.69405117626525
p 89 265 90.77911232549229
p 62 331 74.58905808608654
p 32 61 32.76520540305568
p 137 171 17.034239474265686
p 253 387 52.65062541616935
p 141 324 54.65969987373348
p 154 381 41.55088319125677
p 90 297 68.75930361716358
p 261 342 44.39238405964358
p 18 156 5.420369836809399
p 194 368 18.30982248867049
p 58 115 13.962406818891772
p 150 286 66.17107693665174
p 229 336 65.741934664882
p 161 348 4.040652576688714
p 43 159 69.92232092888784
p 169 230 84.70217305752543
p 90 346 71.61348462037063
p 344 353 8.895731609077517
p 182 319 96.73932038467066
p 6 73 58.22230576570826
p 68 398 72.03446134262542
p 359 385 62.815026089124295
p 129 332 85.61231162105804
p 214 237 26.312358183124903
p 52 366 76.83305401006021
p 317 376 12.769990312146952
p 258 395 64.17673443802795
p 276 326 38.86933926069766
p 193 336 32.3130070963583
p 61 98 80.9015374327031
p 5 272 37.99181712791609
p 54 330 80.29015343696533
p 84 189 14.292002692607825
p 282 335 93.12066214813827
p 8 73 21.145635231246956
p 146 245 93.79658690851862
p 136 207 31.118681926903747
p 151 239 11.84427441501132
p 227 382 25.23706320980866
p 175 195 21.62518816209748
p 31 275 59.025997197584466
p 7 183 88.95202071704126
p 133 273 93.33605144213811
p 103 318 33.92093000076198
p 250 397 64.63993898439462
p 103 301 86.92328730005997
p 180 268 15.316924789139218
p 261 389 17.15775763791459
p 91 345 70.69667151276168
p 255 356 48.25987303712326
p 64 309 80.95905834680663
p 38 351 89.43723525548414
p 162 176 87.26446809151095
p 64 120 56.605961973462854
p 172 290 13.081285205410582
p 230 299 55.32234530522608
p 162 398 71.39560094502164
p 213 361 54.96456812048847
p 293 318 92.84267348686403
p 177 312 32.25495659638816
p 177 353 76.52117728083276
p 31 175 22.176320095626334
p 46 128 59.344819693859314
p 64 72 95.11311898029327
p 247 399 78.34579132611437
p 202 375 77.45391925191512
p 14 50 80.93407876730691
p 4 282 13.457118596056944
p 293 399 12.338232008095892
p 350 394 28.400392682222748
p 116 374 48.23528692299189
p 16 375 64.45388967369699
p 23 366 73.94105589396987
p 133 253 29.5672698258132
p 291 355 97.8802613887965
p 66 132 35.399849128818374
p 89 289 3.9597998890331
p 82 159 19.339085303530794
p 7 105 26.40438417425482
p 22 151 84.34029169784627
p 55 118 16.19848067856061
p 262 284 7.498973849266583
p 172 323 15.508270177416653
p 6 184 13.587509243231803
p 72 329 92.41305825648834
p 91 170 58.01728122400813
p 72 78 4.347416182335504
p 139 340 42.863784393638035
p 140 237 53.713194694764645
p 86 167 45.48625641413588
p 349 366 43.93969117287849
p 3 4 83.96895499491863
p 262 391 33.97005272725253
p 11 190 26.150393275705827
p 100 175 41.01949222099718
p 279 280 52.60168441335082
p 225 300 34.188587655655866
p 25 324 15.482965306377928
p 147 205 60.09129406945075
p 39 235 26.737547344006234
p 253 378 78.19718056520333
p 74 335 75.44785796613719
p 185 264 27.828521036648166
p 61 255 35.43641981301781
p 76 161 85.57960074478501
p 139 181 94.09252170578023
p 295 383 53.935530973944964
p 130 383 68.00831409145151
p 155 254 88.77477675888356
p 26 94 65.50337818709211
p 56 217 41.282462460304224
p 163 254 38.10471040342503
p 155 163 42.39727602275383
p 32 37 61.55963129790304
p 262 298 21.706122164535863
p 16 253 38.307594201113616
p 122 196 47.017478066318326
p 163 268 92.24459868679699
p 169 189 6.888728534312907
p 277 356 15.049217048210414
p 312 335 99.45277116774936
p 194 321 58.73753711262168
p 265 311 90.35341353211642
p 108 206 38.705160310533124
p 87 138 76.63345334034241
p 234 323 65.52907578004495
p 72 94 71.78852924544066
p 111 257 76.00511549980851
p 73 165 58.13192000149838
p 128 280 51.19851920404672
p 96 121 92.11701177563519
p 209 359 10.853366354767045
p 14 205 65.56156357041245
p 108 246 44.59197585800424
p 122 187 1.6694240904938527
p 158 231 56.037426882019425
p 37 349 27.779575438110697
p 95 262 66.42897221277757
p 35 256 85.28047526528981
p 50 299 53.10006688993157
p 173 234 37.8433474711665
p 144 381 28.030231064775126
p 141 396 77.14638883002623
p 271 272 33.521504666297815
p 121 144 3.2356229924491133
p 122 367 12.892769808784571
p 203 242 38.68248075403937
p 54 283 26.818490542615862
p 55 396 4.119768990247149
p 57 154 6.880941727815369
p 22 218 1.3531700492491923
p 73 330 83.33494521979789
p 200 201 15.267947313670373
p 52 257 95.95453666913274
p 376 383 26.26598916946712
p 76 344 31.633060700379875
p 90 245 55.07658180863476
p 99 347 23.10005723633284
p 100 169 96.93974266939887
p 18 129 67.70219269382285
p 18 294 9.874983754960223
p 210 238 78.31058509144489
p 6 133 33.632183203834565
p 23 161 75.71472442008083
p 40 339 81.07479926985818
p 207 247 1.3973305221835544
p 120 265 58.64101134232781
p 272 399 79.19719070333588
p 81 287 58.101662234076116
p 1 7 96.4346716578601
p 230 372 59.94135148009126
p 242 319 26.0295085348507
p 328 390 35.09202996044524
p 61 363 73.11143710937543
p 133 358 22.21291440472446
p 145 289 80.87216450569413
p 154 249 86.38006359627867
p 351 394 81.74823162627135
p 88 102 80.3565469755971
p 68 208 92.64896768877782
p 164 182 52.80464964146825
p 48 257 47.407412129142735
p 23 60 9.656663024415378
p 5 321 44.66273450015674
p 34 132 90.61823118904644
p 145 310 67.24174026383199
p 238 268 58.762051929549095
p 17 262 71.17414789679981
p 64 283 78.05122037592947
p 66 372 28.759069112791405
p 192 336 17.53477404502487
p 199 344 85.83126464189267
p 69 184 77.7939770874124
p 154 365 24.023208822454556
p 10 140 55.46078473439242
p 42 262 4.548916446216097
p 50 383 50.30090722910411
p 167 175 77.35757710495646
p 18 394 33.661211028113236
p 76 130 3.9378668143222004
p 258 347 37.588782458614915
p 362 365 25.95840592195139
p 93 370 32.216754648993344
p 133 197 87.17954282471821
p 103 340 26.234350609428734
p 173 357 73.02180233733435
p 81 338 12.43687105896494
p 156 237 44.94725366960341
p 26 280 77.29012278034743
p 28 324 32.99584913770512
p 64 324 10.887215980600198
p 206 258 53.50543533310597
p 169 209 78.30603983325483
p 118 359 31.150399736497963
p 226 300 56.04674526041562
p 6 281 4.990602308732393
p 122 323 56.57799130338144
p 157 375 4.934802794766328
p 145 306 3.1796475010656065
p 198 332 46.73435148182685
p 107 203 82.0584314008655
p 49 189 21.126869538864003
p 4 247 13.650272710857221
p 122 294 76.6881151204968
p 107 391 51.77320058159742
p 1 103 92.20241085122494
p 96 384 68.99171004600946
p 16 18 46.67229012737856
p 221 238 9.54399401476803
p 196 277 89.37628385947785
p 73 355 9.194036301567145
p 181 282 65.08640841558642
p 191 295 90.58596790731545
p 129 321 23.54522524470773
p 67 364 26.72117572854241
p 99 175 26.06087189417982
p 146 164 47.6022625767863
p 198 294 22.691026283796532
p 33 211 94.80314716832342
p 103 386 57.415483515721476
p 8 158 1.450992089409828
p 20 382 43.61491814836034
p 125 289 71.79319800969697
p 299 387 94.03148596470665
p 274 337 2.9884815170883683
p 117 233 78.7889286229686
p 194 289 58.93003671792461
p 98 213 96.57908582321717
p 69 243 62.43088718573635
p 325 342 57.69976972583184
p 128 233 34.24811592981081
p 341 393 92.5726097548128
p 46 373 85.97869660398653
p 249 335 7.705887877023414
p 42 98 51.286872392877996
p 70 243 38.634214639908464
p 56 324 15.810084843252346
p 244 357 85.76432944178545
p 190 397 81.70684025993768
p 26 107 30.55219199801687
p 67 97 79.33833810777121
p 76 219 31.436722744234775
p 96 234 64.04839006099677
p 156 177 40.46975777506099
p 49 173 5.364132586743295
p 40 140 69.98965112984067
p 4 128 49.383037582853525
p 117 331 1.0919785317936486
p 128 307 13.34562983381061
p 62 361 31.53941199069677
p 31 288 66.26607329943975
p 140 234 92.92890444515318
p 130 198 61.209019270694824
p 104 349 49.888878530196976
p 15 47 49.51119974322587
p 18 75 25.89339722314173
p 170 270 52.52615964938907
p 185 262 35.23403727815309
p 78 323 74.97043655247491
p 87 114 28.499692892551334
p 248 356 83.46452996774686
p 320 367 23.05694576995405
p 160 337 76.20265876506498
p 26 39 86.49723577241785
p 139 335 1.3589999969370379
p 296 383 92.29793867448676
p 64 156 64.58421425710199
p 213 248 91.84528731324617
p 281 323 47.06944748971684
p 79 321 95.1681509119906
p 308 354 18.989757673909033
p 56 386 92.76927081976439
p 268 310 5.013852550095623
p 16 176 20.263272307824074
p 183 222 4.325681753089847
p 70 144 76.46905514346608
p 32 174 57.4750725332804
p 39 143 10.351763727725812
p 219 226 49.018027372874435
p 39 370 47.686454630429054
p 166 212 10.099441832274874
p 356 392 50.505131065068014
p 80 349 96.98617997747469
p 22 76 49.27737608062523
p 189 338 13.968616907644634
p 25 105 99.76900980381949
p 58 139 54.09213421184135
p 76 287 56.06166509159018
p 378 397 10.911473447627143
p 292 334 87.601296379736
p 6 68 27.63137456796739
p 185 369 69.07987871768015
p 10 291 18.1217033586123
p 70 85 27.706084444691633
p 124 279 26.212284213549154
p 14 323 78.1065991539822
p 119 347 60.53366191390361
p 38 178 32.32805730611107
p 264 339 2.2997876395403285
p 122 296 9.613771586570977
p 68 84 1.188904403502657
p 114 360 89.37734448603386
p 201 266 46.336893337258715
p 47 74 99.26223571163031
p 226 362 20.737860846142546
p 53 260 91.08443228461752
p 49 138 6.286230416384668
p 64 314 12.69952378178025
p 78 333 66.97766407439684
p 367 384 20.11421134803816
p 74 284 8.386366526701217
p 294 322 53.65969356075988
p 45 281 51.20576972226625
p 29 62 41.14817508972574
p 77 100 85.48807742323542
p 125 393 98.42265622108123
p 181 208 9.110728922593292
p 62 371 22.731816890487273
p 36 353 39.358338240794055
p 99 285 11.53265582800142
p 238 258 74.98980828544987
p 16 102 58.90234866689499
p 216 389 8.456735100039431
p 321 352 29.55765276611329
p 33 199 76.48648524494529
p 274 366 59.067511524051696
p 151 296 51.82284845398746
p 105 354 42.946179982663296
p 99 215 60.03033079360102
p 169 256 56.78891662790814
p 270 380 22.046031958959386
p 11 27 32.64530112936808
p 22 101 56.26528368981689
p 187 344 76.44244226601434
p 212 352 82.98863264833517
p 103 230 21.04675611452414
p 291 334 35.14923219775946
p 214 329 49.626650734055
p 17 286 82.26428600772651
p 237 360 29.648788040598916
p 65 267 34.69921295449972
p 73 344 49.64744933331907
p 161 185 91.39235022206948
p 264 282 36.03509724949277
p 11 344 59.450016331068795
p 87 355 4.4629960215294
p 186 274 20.950306714047926
p 188 397 92.59603886159421
p 272 373 8.25594299531065
p 149 331 21.345744032204422
p 291 350 87.7675373088455
p 252 378 27.81139598784363
p 311 312 19.472247466037548
p 297 369 21.392299863762542
p 102 186 51.8848052188154
p 49 195 75.08834725701323
p 116 130 11.260606301214743
p 212 252 97.49798378344435
p 234 270 45.472587215819935
p 85 342 27.67269244845061
p 66 134 29.345748977386172
p 40 156 30.74056379386068
p 142 374 19.411149142016395
p 168 357 47.83403238471515
p 54 310 54.358537040953514
p 220 269 68.0154929752627
p 37 175 19.030461877474817
p 90 162 72.00620958425395
p 33 36 7.592798420757856
p 0 392 64.86313555246906
p 170 340 55.10132031659909
p 29 259 60.00559667147479
p 72 267 13.38356437620616
p 20 225 92.4738969786818
p 40 199 93.17835514425343
p 17 251 32.163310920926314
p 111 260 44.51060004650342
p 116 280 53.30943709900866
p 47 99 33.12147981028551
p 92 272 12.586023837611215
p 234 362 95.5585959367467
p 341 344 60.66910872059146
p 47 222 24.266300596752686
p 59 332 43.69954876519827
p 217 278 15.640682162329925
p 27 33 51.15588200756071
p 89 226 65.61792425402604
p 136 392 60.45221683315692
p 136 149 22.082750143916062
p 107 346 9.467552212095871
p 1 48 38.92356205009754
p 39 135 80.56904140410344
p 105 318 58.20567710663783
p 4 271 59.61474615383666
p 116 281 53.939097701571136
p 9 157 28.303041299936364
p 241 306 28.495937752129098
p 158 165 79.80332802622081
p 205 383 48.127751671948275
p 178 215 19.04276805608606
p 262 342 39.12295997184472
p 199 378 8.772809617342233
p 37 138 37.59581950775396
p 141 369 84.53145154504477
p 214 361 22.74691525006344
p 109 149 84.76421185971111
p 139 149 40.62955660487079
p 175 328 36.42363467974883
p 12 321 77.75257968897301
p 97 200 40.7761796645128
p 236 298 34.315903737289915
p 122 138 31.43567490787293
p 152 376 61.67236565868692
p 304 353 30.4688173320422
p 5 36 52.791329815543
p 10 231 36.24129640110453
p 79 251 16.94298715771935
p 102 368 85.68772889171245
p 128 322 47.74697225002379
p 158 257 8.58415835802495
p 253 354 84.63268741338803
p 3 196 11.268437996023007
p 6 57 42.30576146400467
p 100 329 85.9561889938959
p 100 376 77.84859402433277
p 38 183 21.248115596845587
p 285 302 81.78300573957961
p 324 366 84.89395768303818
p 22 342 10.643787571988739
p 78 391 45.36733362319542
p 17 367 13.923371948271358
p 312 353 17.98805743781193
p 141 148 64.06592013811077
p 234 254 9.84552181404659
p 148 379 76.42660995602179
p 4 239 49.75903246399253
p 157 191 94.12807543161472
p 82 201 99.52408486305583
p 107 389 83.95149458502925
p 301 308 76.8868125573684
p 138 139 48.60311030613234
p 135 195 18.345080951051848
p 52 146 29.65457513121987
p 110 353 96.62190910033559
p 162 232 26.369148464494838
p 45 156 90.3824906897306
p 162 391 11.185889403998344
p 305 339 22.004514583466882
